index,eigenvalue
0,7044.6084
1,2433.6887
2,649.2548
3,557.4008
4,347.39526
5,297.8784
6,265.52927
7,210.56769
8,161.93405
9,125.27239
10,108.00202
11,97.0745
12,0.0006764845
13,0.00055277837
14,0.0004450469
15,0.000437174
16,0.0004135885
17,0.00039322375
18,0.0003607504
19,0.00035584206
20,0.00032559052
21,0.00031538066
22,0.0002952017
23,0.0002675193
24,0.00023293639
25,0.00021841738
26,0.00021410342
27,0.00021261256
28,0.0001982952
29,0.00018844003
30,0.00018399695
31,0.0001825155
32,0.00018107012
33,0.00018080923
34,0.00017799163
35,0.00017661572
36,0.00017568699
37,0.00017320164
38,0.00017130529
39,0.0001694592
40,0.00015980037
41,0.00015904398
42,0.00015659316
43,0.00015171179
44,0.00014701627
45,0.00014575523
46,0.0001446525
47,0.00014354759
48,0.00014218505
49,0.00014193651
50,0.00014023643
51,0.00013969158
52,0.00013926301
53,0.00013837189
54,0.00013746393
55,0.00013671428
56,0.00013536835
57,0.00013381342
58,0.00013205077
59,0.0001289099
60,0.00012780911
61,0.00012780307
62,0.00012623453
63,0.00012556212
64,0.0001239756
65,0.00012310759
66,0.00012250742
67,0.000121635654
68,0.00011992741
69,0.00011890238
70,0.00011852118
71,0.000116306685
72,0.00011452702
73,0.000114032315
74,0.00011285764
75,0.000112451366
76,0.00011232639
77,0.000112161775
78,0.00011156996
79,0.00011074051
80,0.00010815616
81,0.00010801868
82,0.0001075949
83,0.000104936174
84,0.00010423965
85,0.0001039608
86,0.00010387034
87,0.0001038527
88,0.000103403916
89,0.00010318024
90,0.00010289724
91,0.000102713566
92,0.00010148103
93,0.00010075738
94,9.9269666e-05
95,9.922766e-05
96,9.9110206e-05
97,9.857996e-05
98,9.843587e-05
99,9.8031334e-05
100,9.730225e-05
101,9.7268065e-05
102,9.6920376e-05
103,9.686195e-05
104,9.481235e-05
105,9.3270595e-05
106,9.316017e-05
107,9.313577e-05
108,9.3045084e-05
109,9.2955794e-05
110,9.261916e-05
111,9.2287315e-05
112,9.167999e-05
113,9.051653e-05
114,9.030579e-05
115,9.024511e-05
116,8.952766e-05
117,8.913839e-05
118,8.794121e-05
119,8.776519e-05
120,8.745162e-05
121,8.7371795e-05
122,8.719848e-05
123,8.7172484e-05
124,8.6465014e-05
125,8.617075e-05
126,8.532993e-05
127,8.416306e-05
128,8.3847175e-05
129,8.3787505e-05
130,8.35091e-05
131,8.3476945e-05
132,8.3113024e-05
133,8.2644605e-05
134,8.264138e-05
